event_date,checked_at,intervalo_s
2026-08-31,2026-08-31 12:49:16.588000-03:00,2.893
2026-08-31,2026-08-31 12:49:20.615000-03:00,4.027
2026-08-31,2026-08-31 12:49:25.072000-03:00,4.457
2026-08-31,2026-08-31 12:49:29.022000-03:00,3.95
2026-08-31,2026-08-31 12:49:33.304000-03:00,4.282
2026-08-31,2026-08-31 12:49:36.454000-03:00,3.15
2026-08-31,2026-08-31 12:49:41.160000-03:00,4.706
2026-08-31,2026-08-31 12:49:46.638000-03:00,5.478
2026-08-31,2026-08-31 12:49:49.437000-03:00,2.799
2026-08-31,2026-08-31 12:49:57.658000-03:00,8.221
2026-09-01,2026-09-01 12:10:00.638000-03:00,8.13
2026-09-01,2026-09-01 12:10:02.707000-03:00,2.069
2026-09-01,2026-09-01 12:10:05.462000-03:00,2.755
2026-09-01,2026-09-01 12:10:11.400000-03:00,5.938
2026-09-01,2026-09-01 12:10:13.915000-03:00,2.515
2026-09-01,2026-09-01 12:10:15.996000-03:00,2.081
2026-09-01,2026-09-01 12:10:18.536000-03:00,2.54
2026-09-01,2026-09-01 12:10:20.431000-03:00,1.895
2026-09-01,2026-09-01 12:10:22.328000-03:00,1.897
2026-09-01,2026-09-01 12:10:25.968000-03:00,3.64
2026-09-01,2026-09-01 12:10:31.051000-03:00,5.083
2026-09-01,2026-09-01 12:10:32.925000-03:00,1.874
2026-09-01,2026-09-01 12:10:35.353000-03:00,2.428
2026-09-01,2026-09-01 12:10:41.892000-03:00,6.539
2026-09-01,2026-09-01 12:10:45.549000-03:00,3.657
2026-09-01,2026-09-01 12:10:49.054000-03:00,3.505
2026-09-01,2026-09-01 12:10:51.196000-03:00,2.142
2026-09-01,2026-09-01 12:11:02.286000-03:00,11.09
2026-09-01,2026-09-01 12:11:04.959000-03:00,2.673
2026-09-01,2026-09-01 12:11:07.291000-03:00,2.332
2026-09-01,2026-09-01 12:11:09.930000-03:00,2.639
2026-09-01,2026-09-01 12:11:11.891000-03:00,1.961
2026-09-01,2026-09-01 12:11:21.072000-03:00,9.181
2026-09-01,2026-09-01 12:11:23.772000-03:00,2.7
2026-09-01,2026-09-01 12:11:26.487000-03:00,2.715
2026-09-01,2026-09-01 12:11:29.246000-03:00,2.759
2026-09-01,2026-09-01 12:11:31.675000-03:00,2.429
2026-09-01,2026-09-01 12:11:35.531000-03:00,3.856
2026-09-01,2026-09-01 12:11:39.043000-03:00,3.512
2026-09-01,2026-09-01 12:12:00.203000-03:00,21.16
2026-09-01,2026-09-01 12:12:05.199000-03:00,4.996
2026-09-01,2026-09-01 12:12:08.779000-03:00,3.58
2026-09-01,2026-09-01 12:12:13.954000-03:00,5.175
2026-09-01,2026-09-01 12:12:19.383000-03:00,5.429
2026-09-01,2026-09-01 12:12:21.916000-03:00,2.533
2026-09-01,2026-09-01 12:12:23.742000-03:00,1.826
2026-09-01,2026-09-01 12:12:26.421000-03:00,2.679
2026-09-01,2026-09-01 12:12:37.173000-03:00,10.752
2026-09-01,2026-09-01 12:12:39.273000-03:00,2.1
2026-09-01,2026-09-01 12:13:24.595000-03:00,13.174
2026-09-01,2026-09-01 12:13:26.374000-03:00,1.779
2026-09-01,2026-09-01 12:13:29.637000-03:00,3.263
2026-09-01,2026-09-01 12:13:33.238000-03:00,3.601
2026-09-01,2026-09-01 12:13:36.881000-03:00,3.643
2026-09-01,2026-09-01 12:13:38.897000-03:00,2.016
2026-09-01,2026-09-01 12:13:41.781000-03:00,2.884
2026-09-01,2026-09-01 12:13:43.829000-03:00,2.048
2026-09-01,2026-09-01 12:13:46.247000-03:00,2.418
2026-09-01,2026-09-01 12:13:48.998000-03:00,2.751
2026-09-01,2026-09-01 12:13:51.464000-03:00,2.466
2026-09-01,2026-09-01 12:13:53.594000-03:00,2.13
2026-09-01,2026-09-01 12:13:56.423000-03:00,2.829
2026-09-01,2026-09-01 12:13:58.462000-03:00,2.039
2026-09-01,2026-09-01 12:14:01.391000-03:00,2.929
2026-09-01,2026-09-01 12:14:03.984000-03:00,2.593
2026-09-01,2026-09-01 12:14:08.301000-03:00,4.317
2026-09-01,2026-09-01 12:14:12.088000-03:00,3.787
2026-09-01,2026-09-01 12:14:14.622000-03:00,2.534
2026-09-01,2026-09-01 12:14:17.251000-03:00,2.629
2026-09-01,2026-09-01 12:14:21.459000-03:00,4.208
2026-09-01,2026-09-01 12:14:24.416000-03:00,2.957
2026-09-01,2026-09-01 12:14:27.119000-03:00,2.703
2026-09-01,2026-09-01 12:14:29.993000-03:00,2.874
2026-09-01,2026-09-01 12:14:36.466000-03:00,6.473
2026-09-01,2026-09-01 12:14:39.105000-03:00,2.639
2026-09-01,2026-09-01 12:14:41.472000-03:00,2.367
2026-09-01,2026-09-01 12:14:43.870000-03:00,2.398
2026-09-01,2026-09-01 12:14:46.183000-03:00,2.313
2026-09-01,2026-09-01 12:14:48.083000-03:00,1.9
2026-09-01,2026-09-01 12:14:50.805000-03:00,2.722
2026-09-01,2026-09-01 12:14:53.357000-03:00,2.552
2026-09-01,2026-09-01 12:14:56.859000-03:00,3.502
2026-09-01,2026-09-01 12:14:58.850000-03:00,1.991
2026-09-01,2026-09-01 12:15:01.607000-03:00,2.757
2026-09-01,2026-09-01 12:15:04.493000-03:00,2.886
2026-09-01,2026-09-01 12:15:08.326000-03:00,3.833
2026-09-01,2026-09-01 12:15:11.065000-03:00,2.739
2026-09-01,2026-09-01 12:15:13.980000-03:00,2.915
2026-09-01,2026-09-01 12:15:15.971000-03:00,1.991
2026-09-01,2026-09-01 12:15:17.959000-03:00,1.988
2026-09-01,2026-09-01 12:15:20.801000-03:00,2.842
2026-09-01,2026-09-01 12:15:22.964000-03:00,2.163
2026-09-01,2026-09-01 12:15:25.456000-03:00,2.492
2026-09-01,2026-09-01 12:15:27.861000-03:00,2.405
2026-09-01,2026-09-01 12:15:31.824000-03:00,3.963
2026-09-01,2026-09-01 12:15:40.494000-03:00,8.67
2026-09-01,2026-09-01 12:15:42.543000-03:00,2.049
2026-09-01,2026-09-01 12:15:46.647000-03:00,4.104
2026-09-01,2026-09-01 12:15:49.620000-03:00,2.973
2026-09-01,2026-09-01 12:15:59.338000-03:00,9.718
2026-09-01,2026-09-01 12:16:04.163000-03:00,4.825
2026-09-01,2026-09-01 12:16:06.368000-03:00,2.205
2026-09-01,2026-09-01 12:16:08.786000-03:00,2.418
2026-09-01,2026-09-01 12:16:11.495000-03:00,2.709
2026-09-01,2026-09-01 12:16:13.558000-03:00,2.063
2026-09-01,2026-09-01 12:16:17.612000-03:00,4.054
2026-09-01,2026-09-01 12:16:20.094000-03:00,2.482
2026-09-01,2026-09-01 12:16:23.907000-03:00,3.813
2026-09-01,2026-09-01 12:16:26.899000-03:00,2.992
2026-09-01,2026-09-01 12:16:28.709000-03:00,1.81
2026-09-01,2026-09-01 12:16:31.392000-03:00,2.683
2026-09-01,2026-09-01 12:16:35.942000-03:00,4.55
2026-09-01,2026-09-01 12:16:38.270000-03:00,2.328
2026-09-01,2026-09-01 12:16:40.586000-03:00,2.316
2026-09-01,2026-09-01 12:16:44.178000-03:00,3.592
2026-09-01,2026-09-01 12:16:48.645000-03:00,4.467
2026-09-01,2026-09-01 12:17:10.798000-03:00,22.153
2026-09-01,2026-09-01 12:17:14.316000-03:00,3.518
2026-09-01,2026-09-01 12:17:20.270000-03:00,5.954
2026-09-01,2026-09-01 12:17:24.117000-03:00,3.847
2026-09-01,2026-09-01 12:17:26.702000-03:00,2.585
2026-09-01,2026-09-01 12:17:29.777000-03:00,3.075
2026-09-01,2026-09-01 12:17:32.176000-03:00,2.399
2026-09-01,2026-09-01 12:17:50.824000-03:00,18.648
2026-09-01,2026-09-01 12:17:54.996000-03:00,4.172
2026-09-01,2026-09-01 12:17:57.676000-03:00,2.68
2026-09-01,2026-09-01 12:18:00.926000-03:00,3.25
2026-09-01,2026-09-01 12:18:02.941000-03:00,2.015
2026-09-01,2026-09-01 12:18:05.933000-03:00,2.992
2026-09-01,2026-09-01 12:18:09.429000-03:00,3.496
2026-09-01,2026-09-01 12:18:11.279000-03:00,1.85
2026-09-01,2026-09-01 12:18:15.220000-03:00,3.941
2026-09-01,2026-09-01 12:18:20.533000-03:00,5.313
2026-09-01,2026-09-01 12:18:24.268000-03:00,3.735
2026-09-01,2026-09-01 12:18:26.686000-03:00,2.418
2026-09-01,2026-09-01 12:18:29.779000-03:00,3.093
2026-09-01,2026-09-01 12:18:32.855000-03:00,3.076
2026-09-01,2026-09-01 12:18:38.380000-03:00,5.525
2026-09-01,2026-09-01 12:18:41.260000-03:00,2.88
2026-09-01,2026-09-01 12:18:42.347000-03:00,1.087
2026-09-01,2026-09-01 12:18:45.402000-03:00,3.055
2026-09-01,2026-09-01 12:18:47.342000-03:00,1.94
2026-09-01,2026-09-01 12:18:49.985000-03:00,2.643
2026-09-01,2026-09-01 12:18:57.438000-03:00,7.453
2026-09-01,2026-09-01 12:19:10.108000-03:00,12.67
2026-09-01,2026-09-01 12:19:13.057000-03:00,2.949
2026-09-01,2026-09-01 12:19:16.632000-03:00,3.575
2026-09-01,2026-09-01 12:19:18.884000-03:00,2.252
2026-09-01,2026-09-01 12:19:21.585000-03:00,2.701
2026-09-01,2026-09-01 12:19:24.462000-03:00,2.877
2026-09-01,2026-09-01 12:19:26.446000-03:00,1.984
2026-09-01,2026-09-01 12:19:31.093000-03:00,4.647
2026-09-01,2026-09-01 12:19:32.837000-03:00,1.744
2026-09-01,2026-09-01 12:19:36.839000-03:00,4.002
2026-09-01,2026-09-01 12:19:48.451000-03:00,11.612
2026-09-01,2026-09-01 12:19:50.685000-03:00,2.234
2026-09-01,2026-09-01 12:19:54.215000-03:00,3.53
